PickID,OrderID,PPS_ID,PickerType,PickerID,StartTime,EndTime,UnitsPicked,PickDuration
PICK_210,ORD_210,PPS_4,Human,Operator_4,2024-03-01 00:19:00,2024-03-01 00:22:04.434141,1,184.43414057789798
PICK_211,ORD_211,PPS_2,Robot,RBT_5,2024-03-20 11:19:00,2024-03-20 11:21:20.289222,8,140.28922245294132
PICK_212,ORD_212,PPS_3,Human,Operator_2,2024-03-26 09:27:00,2024-03-26 09:29:06.891495,4,126.8914950419514
PICK_213,ORD_213,PPS_1,Human,Operator_2,2024-03-14 16:08:00,2024-03-14 16:12:55.653990,2,295.653990157187
PICK_214,ORD_214,PPS_3,Robot,RBT_5,2024-03-08 11:48:00,2024-03-08 11:50:16.952366,6,136.95236610746127
PICK_215,ORD_215,PPS_3,Human,Operator_3,2024-03-05 15:21:00,2024-03-05 15:25:50.741916,10,290.74191630663205
PICK_216,ORD_216,PPS_5,Human,Operator_5,2024-03-29 22:40:00,2024-03-29 22:44:29.337132,4,269.3371316936836
PICK_217,ORD_217,PPS_4,Human,Operator_2,2024-03-14 05:29:00,2024-03-14 05:32:02.884509,9,182.88450866892595
PICK_218,ORD_218,PPS_3,Robot,RBT_3,2024-03-20 07:26:00,2024-03-20 07:27:08.666382,8,68.6663815753126
PICK_219,ORD_219,PPS_3,Human,Operator_1,2024-03-05 17:11:00,2024-03-05 17:14:35.907436,7,215.907436016861
PICK_220,ORD_220,PPS_2,Robot,RBT_3,2024-03-28 20:39:00,2024-03-28 20:39:39.929482,7,39.92948215820807
PICK_221,ORD_221,PPS_4,Human,Operator_5,2024-03-19 14:54:00,2024-03-19 14:56:17.209937,5,137.2099368825307
PICK_222,ORD_222,PPS_1,Human,Operator_2,2024-03-06 03:08:00,2024-03-06 03:10:50.001903,3,170.0019030360814
PICK_223,ORD_223,PPS_5,Robot,RBT_2,2024-03-25 07:07:00,2024-03-25 07:08:19.595132,7,79.59513226969977
PICK_224,ORD_224,PPS_2,Robot,RBT_1,2024-03-05 05:19:00,2024-03-05 05:20:51.292787,4,111.29278690917795
PICK_225,ORD_225,PPS_4,Robot,RBT_1,2024-03-07 09:29:00,2024-03-07 09:30:45.005398,10,105.00539763888455
PICK_226,ORD_226,PPS_5,Robot,RBT_5,2024-03-25 20:53:00,2024-03-25 20:54:01.464760,7,61.4647597090832
PICK_227,ORD_227,PPS_4,Robot,RBT_3,2024-03-26 11:54:00,2024-03-26 11:54:31.245121,9,31.245121239325925
PICK_228,ORD_228,PPS_2,Robot,RBT_1,2024-03-20 06:04:00,2024-03-20 06:05:16.800831,9,76.80083084753807
PICK_229,ORD_229,PPS_4,Human,Operator_1,2024-03-20 21:33:00,2024-03-20 21:33:30.665192,9,30.665192330910227
PICK_230,ORD_230,PPS_1,Robot,RBT_2,2024-03-07 06:37:00,2024-03-07 06:38:28.062318,2,88.06231788035755
PICK_231,ORD_231,PPS_1,Human,Operator_2,2024-03-08 12:27:00,2024-03-08 12:29:31.222119,1,151.22211883248653
PICK_232,ORD_232,PPS_1,Human,Operator_2,2024-03-05 19:15:00,2024-03-05 19:17:26.594170,4,146.59417004183115
PICK_233,ORD_233,PPS_1,Human,Operator_3,2024-03-21 00:14:00,2024-03-21 00:18:51.210678,8,291.2106777830257
PICK_234,ORD_234,PPS_2,Robot,RBT_3,2024-03-27 21:01:00,2024-03-27 21:02:01.504236,2,61.50423633683255
PICK_235,ORD_235,PPS_3,Robot,RBT_1,2024-03-07 21:36:00,2024-03-07 21:36:28.228983,3,28.228983061139232
PICK_236,ORD_236,PPS_3,Human,Operator_1,2024-03-26 23:14:00,2024-03-26 23:16:25.684504,3,145.68450436534852
PICK_237,ORD_237,PPS_2,Robot,RBT_3,2024-03-06 09:55:00,2024-03-06 09:56:34.200859,9,94.20085879193105
PICK_238,ORD_238,PPS_4,Human,Operator_1,2024-03-15 23:28:00,2024-03-15 23:31:33.070903,6,213.0709027810328
PICK_239,ORD_239,PPS_3,Human,Operator_4,2024-03-12 07:47:00,2024-03-12 07:49:51.826402,1,171.82640163163367
PICK_240,ORD_240,PPS_1,Robot,RBT_4,2024-03-23 07:11:00,2024-03-23 07:12:12.927575,4,72.927575135627
PICK_241,ORD_241,PPS_5,Human,Operator_1,2024-03-21 12:10:00,2024-03-21 12:13:19.225056,1,199.22505614170223
PICK_242,ORD_242,PPS_3,Robot,RBT_5,2024-03-10 17:49:00,2024-03-10 17:50:21.165758,1,81.16575833902003
PICK_243,ORD_243,PPS_1,Robot,RBT_4,2024-03-30 12:45:00,2024-03-30 12:46:04.011180,3,64.01118013246467
PICK_244,ORD_244,PPS_5,Human,Operator_3,2024-03-27 16:47:00,2024-03-27 16:49:07.156081,2,127.15608113110612
PICK_245,ORD_245,PPS_2,Human,Operator_4,2024-03-20 23:13:00,2024-03-20 23:14:44.297745,7,104.29774545021748
PICK_246,ORD_246,PPS_4,Robot,RBT_3,2024-03-15 05:06:00,2024-03-15 05:06:17.978314,5,17.97831436873225
PICK_247,ORD_247,PPS_4,Human,Operator_5,2024-03-23 16:56:00,2024-03-23 17:00:23.622730,8,263.62273013161723
PICK_248,ORD_248,PPS_3,Robot,RBT_5,2024-03-01 13:58:00,2024-03-01 14:00:15.420957,1,135.42095743574595
PICK_249,ORD_249,PPS_4,Human,Operator_5,2024-03-21 02:43:00,2024-03-21 02:47:15.364620,1,255.36461961969385
PICK_250,ORD_250,PPS_1,Robot,RBT_4,2024-03-20 20:07:00,2024-03-20 20:08:44.970020,7,104.97001997851157
PICK_251,ORD_251,PPS_2,Robot,RBT_1,2024-03-08 16:30:00,2024-03-08 16:31:45.315793,2,105.31579339630056
PICK_252,ORD_252,PPS_4,Human,Operator_1,2024-03-11 20:32:00,2024-03-11 20:35:48.884012,8,228.88401194384616
PICK_253,ORD_253,PPS_1,Robot,RBT_1,2024-03-30 08:53:00,2024-03-30 08:54:49.274368,8,109.27436819426556
PICK_254,ORD_254,PPS_1,Human,Operator_5,2024-03-06 23:42:00,2024-03-06 23:46:55.667442,1,295.6674419373722
PICK_255,ORD_255,PPS_4,Human,Operator_2,2024-03-17 15:18:00,2024-03-17 15:22:49.063820,7,289.06381958863665
PICK_256,ORD_256,PPS_1,Robot,RBT_2,2024-03-16 04:51:00,2024-03-16 04:51:46.816965,6,46.816964950561015
PICK_257,ORD_257,PPS_2,Human,Operator_3,2024-03-13 22:18:00,2024-03-13 22:20:27.749008,8,147.74900836295134
PICK_258,ORD_258,PPS_5,Robot,RBT_5,2024-03-19 11:44:00,2024-03-19 11:44:58.943796,7,58.94379587802628
PICK_259,ORD_259,PPS_4,Robot,RBT_2,2024-03-16 07:54:00,2024-03-16 07:54:34.156799,4,34.1567990308125
PICK_260,ORD_260,PPS_5,Human,Operator_3,2024-03-16 03:53:00,2024-03-16 03:56:21.587082,6,201.5870817375514
PICK_261,ORD_261,PPS_5,Robot,RBT_3,2024-03-08 16:35:00,2024-03-08 16:36:18.567191,7,78.56719132056534
PICK_262,ORD_262,PPS_2,Human,Operator_2,2024-03-04 08:08:00,2024-03-04 08:11:07.537481,7,187.53748084925328
PICK_263,ORD_263,PPS_4,Human,Operator_4,2024-03-07 08:20:00,2024-03-07 08:21:24.784054,1,84.78405359732776
PICK_264,ORD_264,PPS_4,Robot,RBT_1,2024-03-18 07:08:00,2024-03-18 07:09:07.933559,3,67.93355858974374
PICK_265,ORD_265,PPS_5,Robot,RBT_3,2024-03-24 09:29:00,2024-03-24 09:30:31.210709,3,91.21070921024986
PICK_266,ORD_266,PPS_2,Robot,RBT_4,2024-03-18 06:33:00,2024-03-18 06:34:42.929847,9,102.92984670498846
PICK_267,ORD_267,PPS_3,Robot,RBT_3,2024-03-23 06:42:00,2024-03-23 06:43:24.247952,2,84.24795232669054
PICK_268,ORD_268,PPS_5,Robot,RBT_4,2024-03-09 21:07:00,2024-03-09 21:08:44.167002,2,104.16700193130946
PICK_269,ORD_269,PPS_4,Human,Operator_5,2024-03-18 18:06:00,2024-03-18 18:09:16.059986,1,196.05998588709252
PICK_270,ORD_270,PPS_1,Robot,RBT_3,2024-03-13 07:11:00,2024-03-13 07:12:29.512013,9,89.51201345280595
PICK_271,ORD_271,PPS_5,Human,Operator_5,2024-03-19 16:55:00,2024-03-19 16:55:59.943080,8,59.943080378246634
PICK_272,ORD_272,PPS_2,Robot,RBT_1,2024-03-10 21:37:00,2024-03-10 21:39:16.374643,5,136.374643039484
PICK_273,ORD_273,PPS_5,Robot,RBT_4,2024-03-22 03:42:00,2024-03-22 03:44:02.651562,3,122.65156219869098
PICK_274,ORD_274,PPS_2,Human,Operator_1,2024-03-09 11:49:00,2024-03-09 11:49:36.329477,4,36.329477319785305
PICK_275,ORD_275,PPS_5,Robot,RBT_4,2024-03-29 10:40:00,2024-03-29 10:40:29.041007,3,29.0410067980833
PICK_276,ORD_276,PPS_3,Robot,RBT_1,2024-03-13 15:05:00,2024-03-13 15:06:15.543676,1,75.54367594648944
PICK_277,ORD_277,PPS_5,Robot,RBT_4,2024-03-30 14:25:00,2024-03-30 14:25:34.498373,1,34.498372774764896
PICK_278,ORD_278,PPS_4,Human,Operator_2,2024-03-18 08:34:00,2024-03-18 08:34:37.397848,8,37.3978476134435
PICK_279,ORD_279,PPS_2,Human,Operator_4,2024-03-15 12:07:00,2024-03-15 12:08:40.297419,8,100.29741892957753
PICK_280,ORD_280,PPS_1,Robot,RBT_2,2024-03-30 06:48:00,2024-03-30 06:48:49.664792,1,49.664791918124415
PICK_281,ORD_281,PPS_3,Robot,RBT_4,2024-03-16 11:36:00,2024-03-16 11:36:27.263258,6,27.26325824488875
PICK_282,ORD_282,PPS_3,Robot,RBT_1,2024-03-29 00:30:00,2024-03-29 00:30:13.609594,3,13.609593535107976
PICK_283,ORD_283,PPS_1,Human,Operator_2,2024-03-22 23:12:00,2024-03-22 23:15:25.835777,2,205.83577740525737
PICK_284,ORD_284,PPS_4,Robot,RBT_5,2024-03-26 21:02:00,2024-03-26 21:04:10.315107,4,130.31510699786094
PICK_285,ORD_285,PPS_4,Robot,RBT_1,2024-03-28 00:47:00,2024-03-28 00:48:42.689454,6,102.6894543907278
PICK_286,ORD_286,PPS_2,Human,Operator_1,2024-03-28 09:35:00,2024-03-28 09:39:58.412797,4,298.4127973543408
PICK_287,ORD_287,PPS_4,Robot,RBT_4,2024-03-09 18:42:00,2024-03-09 18:42:52.674972,7,52.67497243325307
PICK_288,ORD_288,PPS_5,Robot,RBT_4,2024-03-21 08:24:00,2024-03-21 08:25:07.525749,5,67.52574868691241
PICK_289,ORD_289,PPS_1,Human,Operator_3,2024-03-18 11:16:00,2024-03-18 11:19:22.756196,4,202.75619632490728
PICK_290,ORD_290,PPS_3,Robot,RBT_3,2024-03-02 22:35:00,2024-03-02 22:36:19.737110,8,79.73711024148385
PICK_291,ORD_291,PPS_1,Robot,RBT_1,2024-03-18 10:21:00,2024-03-18 10:21:51.376178,10,51.37617819584416
PICK_292,ORD_292,PPS_3,Robot,RBT_5,2024-03-23 21:10:00,2024-03-23 21:10:59.541649,3,59.54164920227215
PICK_293,ORD_293,PPS_5,Human,Operator_5,2024-03-02 02:50:00,2024-03-02 02:52:45.148403,3,165.14840295489867
PICK_294,ORD_294,PPS_2,Robot,RBT_5,2024-03-22 17:24:00,2024-03-22 17:26:19.697881,9,139.6978810103909
PICK_295,ORD_295,PPS_5,Robot,RBT_2,2024-03-01 16:03:00,2024-03-01 16:04:18.864586,5,78.86458590101608
PICK_296,ORD_296,PPS_2,Human,Operator_5,2024-03-17 19:26:00,2024-03-17 19:30:36.452751,8,276.4527511605781
PICK_297,ORD_297,PPS_2,Robot,RBT_4,2024-03-21 15:57:00,2024-03-21 15:58:00.626556,3,60.62655566642103
PICK_298,ORD_298,PPS_5,Robot,RBT_2,2024-03-14 12:08:00,2024-03-14 12:08:48.842500,10,48.84250044640403
PICK_299,ORD_299,PPS_3,Human,Operator_3,2024-03-20 16:10:00,2024-03-20 16:11:45.300333,5,105.3003328810781
PICK_300,ORD_300,PPS_4,Human,Operator_4,2024-03-16 01:12:00,2024-03-16 01:15:30.927770,8,210.9277696844792
PICK_301,ORD_301,PPS_3,Robot,RBT_2,2024-03-19 17:00:00,2024-03-19 17:00:58.295753,7,58.29575267555422
PICK_302,ORD_302,PPS_3,Human,Operator_3,2024-03-29 13:34:00,2024-03-29 13:36:32.576611,1,152.5766108921703
PICK_303,ORD_303,PPS_4,Human,Operator_4,2024-03-09 02:45:00,2024-03-09 02:49:42.488867,6,282.4888668078031
PICK_304,ORD_304,PPS_4,Human,Operator_4,2024-03-07 18:02:00,2024-03-07 18:02:30.527502,1,30.527501550808978
PICK_305,ORD_305,PPS_2,Robot,RBT_4,2024-03-01 15:29:00,2024-03-01 15:29:18.390387,1,18.390387051125707
PICK_306,ORD_306,PPS_1,Robot,RBT_4,2024-03-25 18:44:00,2024-03-25 18:46:13.961852,8,133.9618516452466
PICK_307,ORD_307,PPS_2,Robot,RBT_3,2024-03-09 22:53:00,2024-03-09 22:54:05.838381,9,65.83838127686339
PICK_308,ORD_308,PPS_4,Robot,RBT_1,2024-03-07 11:56:00,2024-03-07 11:57:23.633290,7,83.63328996215104
PICK_309,ORD_309,PPS_4,Human,Operator_4,2024-03-18 14:17:00,2024-03-18 14:19:54.130509,2,174.13050946388472
PICK_310,ORD_310,PPS_2,Human,Operator_1,2024-03-08 15:59:00,2024-03-08 16:03:42.645001,9,282.6450014933616
PICK_311,ORD_311,PPS_2,Robot,RBT_2,2024-03-08 01:32:00,2024-03-08 01:33:58.183418,9,118.18341778810205
PICK_312,ORD_312,PPS_2,Human,Operator_2,2024-03-04 00:46:00,2024-03-04 00:47:49.097191,8,109.09719088641361
PICK_313,ORD_313,PPS_5,Human,Operator_1,2024-03-07 02:40:00,2024-03-07 02:42:44.494411,4,164.49441130403534
PICK_314,ORD_314,PPS_5,Robot,RBT_5,2024-03-25 16:28:00,2024-03-25 16:29:15.348689,1,75.34868877123908
PICK_315,ORD_315,PPS_4,Human,Operator_1,2024-03-08 08:36:00,2024-03-08 08:36:49.228424,3,49.22842356352657
PICK_316,ORD_316,PPS_2,Robot,RBT_4,2024-03-01 08:58:00,2024-03-01 08:59:31.708076,2,91.70807625239412
PICK_317,ORD_317,PPS_1,Human,Operator_1,2024-03-07 02:43:00,2024-03-07 02:44:26.769341,2,86.76934057047305
PICK_318,ORD_318,PPS_3,Human,Operator_5,2024-03-20 13:51:00,2024-03-20 13:54:05.228485,1,185.22848506156453
PICK_319,ORD_319,PPS_3,Human,Operator_5,2024-03-20 10:36:00,2024-03-20 10:40:00.175261,4,240.17526067309416
PICK_320,ORD_320,PPS_3,Human,Operator_2,2024-03-20 06:04:00,2024-03-20 06:08:24.495995,9,264.4959951906952
PICK_321,ORD_321,PPS_1,Human,Operator_1,2024-03-04 07:53:00,2024-03-04 07:54:28.410754,2,88.41075378493309
PICK_322,ORD_322,PPS_2,Human,Operator_2,2024-03-16 17:29:00,2024-03-16 17:32:30.870560,4,210.87056040289656
PICK_323,ORD_323,PPS_3,Robot,RBT_2,2024-03-20 07:28:00,2024-03-20 07:29:16.049239,3,76.04923933434802
PICK_324,ORD_324,PPS_1,Human,Operator_2,2024-03-02 04:43:00,2024-03-02 04:45:34.886102,6,154.8861018879984
PICK_325,ORD_325,PPS_1,Human,Operator_3,2024-03-06 22:21:00,2024-03-06 22:24:59.102598,3,239.1025984177605
PICK_326,ORD_326,PPS_4,Human,Operator_3,2024-03-17 02:29:00,2024-03-17 02:33:09.674633,6,249.67463318215565
PICK_327,ORD_327,PPS_3,Human,Operator_3,2024-03-21 12:44:00,2024-03-21 12:45:13.089590,7,73.08958969066134
PICK_328,ORD_328,PPS_1,Human,Operator_5,2024-03-05 18:08:00,2024-03-05 18:10:49.339952,5,169.33995199059413
PICK_329,ORD_329,PPS_5,Robot,RBT_3,2024-03-26 23:06:00,2024-03-26 23:07:01.286880,9,61.286880412502086
PICK_330,ORD_330,PPS_4,Human,Operator_2,2024-03-23 18:50:00,2024-03-23 18:51:52.492185,9,112.49218461844059
PICK_331,ORD_331,PPS_4,Human,Operator_5,2024-03-03 18:05:00,2024-03-03 18:07:47.239694,8,167.2396941763316
PICK_332,ORD_332,PPS_2,Robot,RBT_2,2024-03-04 16:47:00,2024-03-04 16:47:27.190980,9,27.190979716080307
PICK_333,ORD_333,PPS_1,Robot,RBT_5,2024-03-17 11:28:00,2024-03-17 11:28:22.933211,2,22.933210943039107
PICK_334,ORD_334,PPS_2,Human,Operator_4,2024-03-21 10:29:00,2024-03-21 10:32:20.776016,3,200.77601565123277
PICK_335,ORD_335,PPS_4,Robot,RBT_3,2024-03-29 12:22:00,2024-03-29 12:23:59.786861,2,119.78686139753708
PICK_336,ORD_336,PPS_4,Robot,RBT_4,2024-03-27 12:10:00,2024-03-27 12:12:00.076808,5,120.07680823495075
PICK_337,ORD_337,PPS_5,Robot,RBT_2,2024-03-21 09:18:00,2024-03-21 09:19:39.132907,5,99.1329074219695
PICK_338,ORD_338,PPS_1,Robot,RBT_5,2024-03-24 11:51:00,2024-03-24 11:51:50.778318,6,50.7783184967331
PICK_339,ORD_339,PPS_1,Human,Operator_2,2024-03-07 21:18:00,2024-03-07 21:20:28.901635,6,148.90163479294176
PICK_340,ORD_340,PPS_1,Human,Operator_2,2024-03-21 22:46:00,2024-03-21 22:49:04.380507,3,184.38050682995234
PICK_341,ORD_341,PPS_1,Human,Operator_3,2024-03-14 00:41:00,2024-03-14 00:42:51.127065,2,111.12706531378767
PICK_342,ORD_342,PPS_3,Human,Operator_2,2024-03-30 03:22:00,2024-03-30 03:22:50.818844,1,50.818843671113115
PICK_343,ORD_343,PPS_3,Robot,RBT_4,2024-03-22 22:44:00,2024-03-22 22:46:26.025746,3,146.02574584345774
PICK_344,ORD_344,PPS_3,Robot,RBT_1,2024-03-15 00:17:00,2024-03-15 00:17:34.056229,5,34.05622852661896
PICK_345,ORD_345,PPS_1,Robot,RBT_3,2024-03-19 07:59:00,2024-03-19 08:00:13.431090,4,73.43108977721451
PICK_346,ORD_346,PPS_2,Human,Operator_4,2024-03-28 04:04:00,2024-03-28 04:04:40.267031,4,40.26703084420515
PICK_347,ORD_347,PPS_5,Human,Operator_5,2024-03-02 13:35:00,2024-03-02 13:37:35.389796,1,155.38979601715909
PICK_348,ORD_348,PPS_1,Human,Operator_1,2024-03-17 21:38:00,2024-03-17 21:40:07.023604,2,127.02360403907852
PICK_349,ORD_349,PPS_4,Robot,RBT_1,2024-03-06 19:12:00,2024-03-06 19:12:39.594584,10,39.59458375803305
PICK_350,ORD_350,PPS_5,Human,Operator_1,2024-03-23 06:02:00,2024-03-23 06:04:26.944377,7,146.9443767736529
PICK_351,ORD_351,PPS_4,Human,Operator_3,2024-03-29 18:37:00,2024-03-29 18:41:36.231887,1,276.2318868946622
PICK_352,ORD_352,PPS_2,Human,Operator_3,2024-03-07 16:57:00,2024-03-07 17:01:12.814676,9,252.8146762670335
PICK_353,ORD_353,PPS_4,Robot,RBT_2,2024-03-19 11:09:00,2024-03-19 11:09:25.231072,9,25.231072345655654
PICK_354,ORD_354,PPS_3,Human,Operator_2,2024-03-02 02:31:00,2024-03-02 02:35:42.224025,1,282.22402529299876
PICK_355,ORD_355,PPS_4,Human,Operator_2,2024-03-30 04:28:00,2024-03-30 04:31:35.323017,3,215.32301678580072
PICK_356,ORD_356,PPS_2,Human,Operator_1,2024-03-15 23:17:00,2024-03-15 23:17:56.397496,6,56.39749583995631
PICK_357,ORD_357,PPS_4,Human,Operator_3,2024-03-25 19:16:00,2024-03-25 19:19:33.919143,2,213.91914323503877
PICK_358,ORD_358,PPS_5,Robot,RBT_3,2024-03-29 23:48:00,2024-03-29 23:48:49.498837,2,49.498836658668
PICK_359,ORD_359,PPS_2,Robot,RBT_4,2024-03-11 23:31:00,2024-03-11 23:31:21.620778,6,21.620778280888146
PICK_360,ORD_360,PPS_2,Human,Operator_1,2024-03-06 14:00:00,2024-03-06 14:00:45.881623,3,45.88162283845797
PICK_361,ORD_361,PPS_3,Robot,RBT_1,2024-03-13 06:49:00,2024-03-13 06:50:31.947792,4,91.94779193646394
PICK_362,ORD_362,PPS_2,Human,Operator_2,2024-03-07 22:57:00,2024-03-07 22:59:17.532573,6,137.5325730676401
PICK_363,ORD_363,PPS_3,Robot,RBT_1,2024-03-09 21:52:00,2024-03-09 21:54:12.019885,10,132.01988450435928
PICK_364,ORD_364,PPS_3,Robot,RBT_1,2024-03-22 08:04:00,2024-03-22 08:06:16.484709,5,136.48470941128937
PICK_365,ORD_365,PPS_4,Robot,RBT_3,2024-03-07 20:51:00,2024-03-07 20:52:41.070880,3,101.07088016294037
PICK_366,ORD_366,PPS_5,Human,Operator_5,2024-03-18 11:42:00,2024-03-18 11:43:50.909075,4,110.90907462053431
PICK_367,ORD_367,PPS_5,Human,Operator_2,2024-03-03 05:55:00,2024-03-03 05:56:58.747153,1,118.74715323129062
PICK_368,ORD_368,PPS_1,Human,Operator_1,2024-03-24 23:24:00,2024-03-24 23:25:50.959206,8,110.95920645062753
PICK_369,ORD_369,PPS_4,Human,Operator_4,2024-03-24 23:09:00,2024-03-24 23:13:51.092057,5,291.0920570021224
PICK_370,ORD_370,PPS_5,Robot,RBT_1,2024-03-16 20:56:00,2024-03-16 20:57:40.732786,3,100.73278619858563
PICK_371,ORD_371,PPS_4,Human,Operator_1,2024-03-24 03:12:00,2024-03-24 03:16:25.916713,7,265.9167134516761
PICK_372,ORD_372,PPS_5,Robot,RBT_3,2024-03-16 01:29:00,2024-03-16 01:29:49.490998,3,49.49099775533212
PICK_373,ORD_373,PPS_2,Robot,RBT_3,2024-03-27 07:35:00,2024-03-27 07:37:07.239326,10,127.2393262874873
PICK_374,ORD_374,PPS_2,Human,Operator_2,2024-03-08 06:51:00,2024-03-08 06:54:00.101903,5,180.10190325562417
PICK_375,ORD_375,PPS_4,Human,Operator_4,2024-03-29 15:41:00,2024-03-29 15:42:45.051562,1,105.05156210637769
PICK_376,ORD_376,PPS_4,Robot,RBT_2,2024-03-26 20:20:00,2024-03-26 20:20:55.826306,5,55.826306144246956
PICK_377,ORD_377,PPS_1,Robot,RBT_3,2024-03-26 08:45:00,2024-03-26 08:45:27.149619,2,27.14961880721772
PICK_378,ORD_378,PPS_2,Robot,RBT_5,2024-03-29 11:50:00,2024-03-29 11:50:42.306579,4,42.30657935199714
PICK_379,ORD_379,PPS_1,Robot,RBT_4,2024-03-11 18:25:00,2024-03-11 18:25:59.616941,9,59.61694099604552
PICK_380,ORD_380,PPS_5,Robot,RBT_3,2024-03-09 06:14:00,2024-03-09 06:14:40.264967,7,40.26496665800418
PICK_381,ORD_381,PPS_5,Robot,RBT_5,2024-03-14 03:58:00,2024-03-14 03:58:56.570384,10,56.57038377398564
PICK_382,ORD_382,PPS_4,Human,Operator_1,2024-03-26 04:50:00,2024-03-26 04:54:41.633701,6,281.6337014277459
PICK_383,ORD_383,PPS_4,Human,Operator_3,2024-03-15 15:57:00,2024-03-15 16:00:17.867830,6,197.8678297110395
PICK_384,ORD_384,PPS_5,Human,Operator_2,2024-03-10 07:13:00,2024-03-10 07:15:18.453710,10,138.4537101791384
PICK_385,ORD_385,PPS_4,Robot,RBT_3,2024-03-10 13:12:00,2024-03-10 13:13:17.437612,10,77.43761150113227
PICK_386,ORD_386,PPS_2,Human,Operator_1,2024-03-13 02:50:00,2024-03-13 02:51:20.062326,9,80.0623256832173
PICK_387,ORD_387,PPS_4,Robot,RBT_1,2024-03-03 09:57:00,2024-03-03 09:58:38.551611,7,98.55161148899572
PICK_388,ORD_388,PPS_2,Human,Operator_1,2024-03-14 20:55:00,2024-03-14 20:59:52.796593,5,292.7965929641069
PICK_389,ORD_389,PPS_5,Human,Operator_2,2024-03-10 20:07:00,2024-03-10 20:10:07.474388,1,187.47438819194963
PICK_390,ORD_390,PPS_1,Robot,RBT_1,2024-03-12 23:36:00,2024-03-12 23:37:41.996809,7,101.99680877634987
PICK_391,ORD_391,PPS_5,Human,Operator_1,2024-03-07 05:50:00,2024-03-07 05:53:38.969304,9,218.96930420430513
PICK_392,ORD_392,PPS_2,Robot,RBT_5,2024-03-13 14:12:00,2024-03-13 14:13:08.353161,2,68.3531606359274
PICK_393,ORD_393,PPS_3,Human,Operator_3,2024-03-27 13:42:00,2024-03-27 13:45:45.274165,9,225.2741645771373
PICK_394,ORD_394,PPS_4,Robot,RBT_3,2024-03-14 11:40:00,2024-03-14 11:40:30.072040,10,30.07203991233923
PICK_395,ORD_395,PPS_2,Human,Operator_2,2024-03-17 06:04:00,2024-03-17 06:05:58.831166,6,118.83116641405813
PICK_396,ORD_396,PPS_4,Human,Operator_3,2024-03-17 21:33:00,2024-03-17 21:33:38.445573,1,38.44557255156127
PICK_397,ORD_397,PPS_5,Human,Operator_5,2024-03-07 13:41:00,2024-03-07 13:41:51.159374,4,51.159374240717035
PICK_398,ORD_398,PPS_1,Robot,RBT_5,2024-03-06 08:10:00,2024-03-06 08:12:23.967398,3,143.9673975992674
PICK_399,ORD_399,PPS_3,Robot,RBT_1,2024-03-12 05:08:00,2024-03-12 05:09:23.230977,4,83.23097748648726
PICK_400,ORD_400,PPS_2,Robot,RBT_1,2024-03-10 21:10:00,2024-03-10 21:10:34.259500,6,34.25950031558521
PICK_401,ORD_401,PPS_1,Human,Operator_2,2024-03-25 03:09:00,2024-03-25 03:10:28.114626,4,88.11462636127364
PICK_402,ORD_402,PPS_5,Human,Operator_3,2024-03-30 17:21:00,2024-03-30 17:22:25.095494,8,85.09549414662784
PICK_403,ORD_403,PPS_2,Human,Operator_1,2024-03-26 13:30:00,2024-03-26 13:32:05.626160,2,125.62616041083675
PICK_404,ORD_404,PPS_3,Robot,RBT_1,2024-03-13 02:30:00,2024-03-13 02:31:27.769476,8,87.76947643466099
PICK_405,ORD_405,PPS_2,Human,Operator_2,2024-03-14 01:33:00,2024-03-14 01:34:12.161086,6,72.16108565811498
PICK_406,ORD_406,PPS_2,Human,Operator_3,2024-03-19 19:12:00,2024-03-19 19:15:56.852247,3,236.85224719127768
PICK_407,ORD_407,PPS_4,Human,Operator_2,2024-03-16 06:58:00,2024-03-16 07:02:14.757041,3,254.75704103842378
PICK_408,ORD_408,PPS_1,Robot,RBT_1,2024-03-25 18:38:00,2024-03-25 18:40:28.308085,9,148.30808510237327
PICK_409,ORD_409,PPS_1,Human,Operator_2,2024-03-10 19:39:00,2024-03-10 19:40:01.075610,3,61.07561030244149
PICK_410,ORD_410,PPS_3,Robot,RBT_1,2024-03-23 12:41:00,2024-03-23 12:41:29.705952,7,29.705951602561306
PICK_411,ORD_411,PPS_4,Human,Operator_4,2024-03-05 18:45:00,2024-03-05 18:49:48.269050,10,288.26904974270485
PICK_412,ORD_412,PPS_4,Human,Operator_3,2024-03-05 21:55:00,2024-03-05 21:56:49.103710,1,109.10371024312231
PICK_413,ORD_413,PPS_3,Human,Operator_5,2024-03-29 07:08:00,2024-03-29 07:12:58.037770,10,298.0377701180505
PICK_414,ORD_414,PPS_3,Human,Operator_4,2024-03-03 01:22:00,2024-03-03 01:26:15.940560,5,255.9405600710175
PICK_415,ORD_415,PPS_3,Robot,RBT_5,2024-03-02 20:52:00,2024-03-02 20:52:18.732879,6,18.73287865911956
PICK_416,ORD_416,PPS_4,Robot,RBT_4,2024-03-27 11:56:00,2024-03-27 11:56:15.990599,7,15.990599492767998
PICK_417,ORD_417,PPS_3,Human,Operator_1,2024-03-03 13:23:00,2024-03-03 13:25:54.766430,10,174.76643041128483
PICK_418,ORD_418,PPS_3,Human,Operator_2,2024-03-05 04:11:00,2024-03-05 04:13:21.904517,10,141.90451723196486
