OrderID,ProductType,Quantity,OrderTime,PickType,PPS_ID
ORD_393,Clothing,9,2024-03-27 13:42:00,Manual,PPS_3
ORD_394,Groceries,10,2024-03-14 11:40:00,Automated,PPS_4
ORD_395,Clothing,6,2024-03-17 06:04:00,Manual,PPS_2
ORD_396,Groceries,1,2024-03-17 21:33:00,Manual,PPS_4
ORD_397,Clothing,4,2024-03-07 13:41:00,Manual,PPS_5
ORD_398,Books,3,2024-03-06 08:10:00,Automated,PPS_1
ORD_399,Groceries,4,2024-03-12 05:08:00,Automated,PPS_3
ORD_400,Books,6,2024-03-10 21:10:00,Automated,PPS_2
ORD_401,Toys,4,2024-03-25 03:09:00,Manual,PPS_1
ORD_402,Clothing,8,2024-03-30 17:21:00,Manual,PPS_5
ORD_403,Books,2,2024-03-26 13:30:00,Manual,PPS_2
ORD_404,Groceries,8,2024-03-13 02:30:00,Automated,PPS_3
ORD_405,Electronics,6,2024-03-14 01:33:00,Manual,PPS_2
ORD_406,Toys,3,2024-03-19 19:12:00,Manual,PPS_2
ORD_407,Clothing,3,2024-03-16 06:58:00,Manual,PPS_4
ORD_408,Electronics,9,2024-03-25 18:38:00,Automated,PPS_1
ORD_409,Clothing,3,2024-03-10 19:39:00,Manual,PPS_1
ORD_410,Clothing,7,2024-03-23 12:41:00,Automated,PPS_3
ORD_411,Clothing,10,2024-03-05 18:45:00,Manual,PPS_4
ORD_412,Toys,1,2024-03-05 21:55:00,Manual,PPS_4
ORD_413,Groceries,10,2024-03-29 07:08:00,Manual,PPS_3
ORD_414,Groceries,5,2024-03-03 01:22:00,Manual,PPS_3
ORD_415,Groceries,6,2024-03-02 20:52:00,Automated,PPS_3
ORD_416,Electronics,7,2024-03-27 11:56:00,Automated,PPS_4
ORD_417,Toys,10,2024-03-03 13:23:00,Manual,PPS_3
ORD_418,Books,10,2024-03-05 04:11:00,Manual,PPS_3
ORD_419,Clothing,6,2024-03-11 06:50:00,Automated,PPS_5
ORD_420,Books,5,2024-03-02 07:36:00,Manual,PPS_3
ORD_421,Toys,4,2024-03-26 16:36:00,Automated,PPS_5
ORD_422,Groceries,2,2024-03-28 13:00:00,Manual,PPS_2
ORD_423,Toys,8,2024-03-22 03:08:00,Manual,PPS_5
ORD_424,Electronics,10,2024-03-24 05:24:00,Automated,PPS_1
ORD_425,Books,6,2024-03-13 22:58:00,Manual,PPS_3
ORD_426,Groceries,7,2024-03-20 12:12:00,Manual,PPS_5
ORD_427,Electronics,7,2024-03-30 21:02:00,Manual,PPS_2
ORD_428,Books,2,2024-03-05 08:40:00,Automated,PPS_3
ORD_429,Toys,6,2024-03-30 17:13:00,Manual,PPS_3
ORD_430,Groceries,10,2024-03-24 10:40:00,Automated,PPS_5
ORD_431,Groceries,8,2024-03-11 07:43:00,Automated,PPS_1
ORD_432,Electronics,3,2024-03-22 04:38:00,Automated,PPS_4
ORD_433,Groceries,9,2024-03-26 02:17:00,Manual,PPS_5
ORD_434,Groceries,4,2024-03-03 02:44:00,Manual,PPS_1
ORD_435,Electronics,5,2024-03-28 13:27:00,Manual,PPS_2
ORD_436,Toys,5,2024-03-21 08:09:00,Automated,PPS_1
ORD_437,Clothing,1,2024-03-12 20:19:00,Manual,PPS_1
ORD_438,Clothing,10,2024-03-19 22:51:00,Manual,PPS_3
ORD_439,Groceries,10,2024-03-03 15:20:00,Automated,PPS_2
ORD_440,Groceries,4,2024-03-24 16:54:00,Manual,PPS_4
ORD_441,Groceries,10,2024-03-30 19:39:00,Automated,PPS_3
ORD_442,Electronics,9,2024-03-19 00:48:00,Manual,PPS_3
ORD_443,Clothing,2,2024-03-26 21:22:00,Automated,PPS_5
ORD_444,Electronics,4,2024-03-10 08:28:00,Manual,PPS_5
ORD_445,Groceries,6,2024-03-09 14:19:00,Manual,PPS_2
ORD_446,Toys,3,2024-03-07 13:45:00,Automated,PPS_4
ORD_447,Books,3,2024-03-28 12:49:00,Manual,PPS_3
ORD_448,Books,9,2024-03-18 21:43:00,Manual,PPS_2
ORD_449,Electronics,6,2024-03-25 02:51:00,Manual,PPS_5
ORD_450,Groceries,10,2024-03-06 16:47:00,Automated,PPS_1
ORD_451,Books,10,2024-03-08 12:09:00,Manual,PPS_1
ORD_452,Toys,1,2024-03-20 16:01:00,Automated,PPS_4
ORD_453,Electronics,10,2024-03-07 13:15:00,Automated,PPS_2
ORD_454,Electronics,2,2024-03-08 08:07:00,Manual,PPS_3
ORD_455,Clothing,1,2024-03-22 00:16:00,Automated,PPS_3
ORD_456,Groceries,3,2024-03-28 01:43:00,Manual,PPS_1
ORD_457,Groceries,4,2024-03-22 12:34:00,Manual,PPS_1
ORD_458,Clothing,2,2024-03-19 07:53:00,Automated,PPS_5
ORD_459,Toys,7,2024-03-14 07:08:00,Automated,PPS_5
ORD_460,Groceries,2,2024-03-17 13:02:00,Automated,PPS_2
ORD_461,Electronics,8,2024-03-13 14:00:00,Manual,PPS_3
ORD_462,Clothing,10,2024-03-08 14:10:00,Manual,PPS_1
ORD_463,Electronics,10,2024-03-27 13:23:00,Manual,PPS_2
ORD_464,Electronics,8,2024-03-05 18:28:00,Automated,PPS_1
ORD_465,Groceries,10,2024-03-04 05:26:00,Manual,PPS_3
ORD_466,Books,9,2024-03-18 18:25:00,Automated,PPS_3
ORD_467,Books,5,2024-03-07 04:55:00,Manual,PPS_1
ORD_468,Clothing,1,2024-03-01 11:15:00,Manual,PPS_4
ORD_469,Groceries,4,2024-03-11 15:20:00,Manual,PPS_1
ORD_470,Clothing,6,2024-03-09 03:05:00,Automated,PPS_1
ORD_471,Clothing,4,2024-03-02 05:25:00,Manual,PPS_4
ORD_472,Clothing,6,2024-03-02 05:49:00,Manual,PPS_2
ORD_473,Toys,7,2024-03-28 13:52:00,Manual,PPS_2
ORD_474,Books,6,2024-03-08 02:47:00,Manual,PPS_5
ORD_475,Electronics,6,2024-03-04 03:39:00,Automated,PPS_1
ORD_476,Books,9,2024-03-03 02:58:00,Manual,PPS_1
ORD_477,Groceries,6,2024-03-12 11:18:00,Automated,PPS_3
ORD_478,Books,10,2024-03-27 14:35:00,Manual,PPS_2
ORD_479,Books,7,2024-03-02 07:24:00,Automated,PPS_2
ORD_480,Toys,1,2024-03-07 18:45:00,Manual,PPS_3
ORD_481,Groceries,10,2024-03-23 22:12:00,Manual,PPS_4
ORD_482,Toys,9,2024-03-30 17:17:00,Manual,PPS_5
ORD_483,Books,5,2024-03-14 08:57:00,Manual,PPS_3
ORD_484,Electronics,5,2024-03-30 10:05:00,Automated,PPS_4
ORD_485,Clothing,8,2024-03-13 11:54:00,Automated,PPS_3
ORD_486,Toys,1,2024-03-26 17:39:00,Manual,PPS_4
ORD_487,Clothing,4,2024-03-02 17:36:00,Automated,PPS_4
ORD_488,Electronics,8,2024-03-27 08:59:00,Automated,PPS_4
ORD_489,Books,4,2024-03-03 22:10:00,Manual,PPS_3
ORD_490,Toys,3,2024-03-23 02:07:00,Manual,PPS_5
ORD_491,Toys,3,2024-03-23 20:52:00,Manual,PPS_1
ORD_492,Books,2,2024-03-05 13:38:00,Manual,PPS_1
ORD_493,Groceries,2,2024-03-28 16:30:00,Automated,PPS_4
ORD_494,Books,5,2024-03-06 22:18:00,Automated,PPS_1
ORD_495,Clothing,5,2024-03-26 06:43:00,Manual,PPS_3
ORD_496,Groceries,8,2024-03-12 11:28:00,Automated,PPS_2
ORD_497,Books,9,2024-03-05 01:12:00,Automated,PPS_1
ORD_498,Clothing,9,2024-03-03 14:53:00,Manual,PPS_3
ORD_499,Electronics,8,2024-03-21 10:14:00,Manual,PPS_5
ORD_500,Clothing,5,2024-03-02 22:13:00,Manual,PPS_3
ORD_501,Books,10,2024-03-28 19:53:00,Automated,PPS_5
ORD_502,Clothing,3,2024-03-22 19:30:00,Automated,PPS_3
ORD_503,Toys,2,2024-03-09 18:21:00,Manual,PPS_5
ORD_504,Electronics,1,2024-03-12 05:03:00,Automated,PPS_2
ORD_505,Clothing,9,2024-03-11 03:25:00,Manual,PPS_3
ORD_506,Groceries,2,2024-03-01 20:28:00,Manual,PPS_2
ORD_507,Electronics,1,2024-03-24 15:42:00,Manual,PPS_1
ORD_508,Electronics,2,2024-03-27 17:00:00,Manual,PPS_3
ORD_509,Groceries,9,2024-03-13 08:35:00,Manual,PPS_2
ORD_510,Groceries,2,2024-03-13 18:38:00,Automated,PPS_5
ORD_511,Groceries,7,2024-03-25 21:15:00,Automated,PPS_4
ORD_512,Groceries,7,2024-03-03 20:55:00,Manual,PPS_4
ORD_513,Groceries,10,2024-03-18 14:08:00,Manual,PPS_5
ORD_514,Clothing,5,2024-03-24 20:51:00,Manual,PPS_5
ORD_515,Groceries,1,2024-03-09 00:49:00,Automated,PPS_4
ORD_516,Books,3,2024-03-15 04:01:00,Automated,PPS_2
ORD_517,Electronics,4,2024-03-05 04:55:00,Automated,PPS_5
ORD_518,Electronics,3,2024-03-18 05:45:00,Manual,PPS_1
ORD_519,Groceries,2,2024-03-10 12:25:00,Automated,PPS_4
ORD_520,Clothing,9,2024-03-29 01:28:00,Manual,PPS_4
ORD_521,Clothing,10,2024-03-12 07:16:00,Automated,PPS_1
ORD_522,Clothing,9,2024-03-21 23:53:00,Manual,PPS_3
ORD_523,Groceries,10,2024-03-19 19:38:00,Manual,PPS_2
ORD_524,Electronics,2,2024-03-04 06:11:00,Manual,PPS_3
ORD_525,Groceries,2,2024-03-25 17:43:00,Manual,PPS_2
ORD_526,Toys,6,2024-03-02 04:17:00,Automated,PPS_3
ORD_527,Clothing,6,2024-03-17 03:51:00,Manual,PPS_5
ORD_528,Electronics,6,2024-03-23 14:29:00,Automated,PPS_5
ORD_529,Clothing,2,2024-03-25 11:06:00,Manual,PPS_5
ORD_530,Clothing,4,2024-03-26 13:22:00,Manual,PPS_2
ORD_531,Books,6,2024-03-25 15:45:00,Manual,PPS_1
ORD_532,Toys,2,2024-03-25 10:38:00,Automated,PPS_1
ORD_533,Electronics,4,2024-03-14 00:24:00,Automated,PPS_2
ORD_534,Electronics,10,2024-03-15 06:49:00,Automated,PPS_4
ORD_535,Electronics,8,2024-03-21 19:00:00,Automated,PPS_2
ORD_536,Books,8,2024-03-25 17:09:00,Automated,PPS_2
ORD_537,Clothing,7,2024-03-30 16:46:00,Automated,PPS_5
ORD_538,Books,6,2024-03-09 14:56:00,Automated,PPS_5
ORD_539,Groceries,8,2024-03-14 19:00:00,Manual,PPS_5
ORD_540,Toys,7,2024-03-06 01:14:00,Manual,PPS_1
ORD_541,Groceries,3,2024-03-14 15:55:00,Automated,PPS_3
ORD_542,Groceries,10,2024-03-24 20:23:00,Automated,PPS_4
ORD_543,Clothing,3,2024-03-25 15:09:00,Manual,PPS_5
ORD_544,Toys,7,2024-03-09 13:06:00,Manual,PPS_4
ORD_545,Toys,2,2024-03-21 05:05:00,Manual,PPS_5
ORD_546,Electronics,1,2024-03-22 17:27:00,Manual,PPS_4
ORD_547,Groceries,2,2024-03-27 21:41:00,Automated,PPS_3
ORD_548,Books,6,2024-03-22 01:32:00,Automated,PPS_4
ORD_549,Books,7,2024-03-20 00:17:00,Automated,PPS_5
ORD_550,Toys,7,2024-03-25 01:56:00,Manual,PPS_5
ORD_551,Books,1,2024-03-21 23:09:00,Automated,PPS_4
ORD_552,Groceries,1,2024-03-04 01:17:00,Automated,PPS_1
ORD_553,Electronics,5,2024-03-21 14:41:00,Automated,PPS_2
ORD_554,Books,8,2024-03-07 05:59:00,Manual,PPS_4
ORD_555,Clothing,10,2024-03-13 10:07:00,Manual,PPS_4
ORD_556,Clothing,4,2024-03-18 21:43:00,Manual,PPS_2
ORD_557,Clothing,6,2024-03-19 02:27:00,Manual,PPS_3
ORD_558,Electronics,8,2024-03-07 21:53:00,Automated,PPS_4
ORD_559,Groceries,1,2024-03-18 06:53:00,Automated,PPS_4
ORD_560,Clothing,6,2024-03-28 10:27:00,Manual,PPS_5
ORD_561,Electronics,9,2024-03-01 13:35:00,Automated,PPS_3
ORD_562,Books,1,2024-03-20 19:00:00,Automated,PPS_5
ORD_563,Clothing,2,2024-03-18 20:53:00,Manual,PPS_3
ORD_564,Clothing,8,2024-03-17 11:37:00,Manual,PPS_5
ORD_565,Toys,1,2024-03-11 07:25:00,Manual,PPS_5
ORD_566,Toys,6,2024-03-17 20:23:00,Manual,PPS_4
ORD_567,Clothing,5,2024-03-26 11:06:00,Automated,PPS_5
ORD_568,Electronics,10,2024-03-21 01:56:00,Manual,PPS_5
ORD_569,Toys,6,2024-03-29 16:38:00,Manual,PPS_5
ORD_570,Electronics,10,2024-03-17 17:44:00,Automated,PPS_1
ORD_571,Toys,1,2024-03-30 06:25:00,Manual,PPS_3
ORD_572,Toys,7,2024-03-06 01:24:00,Automated,PPS_4
ORD_573,Toys,10,2024-03-27 12:46:00,Automated,PPS_5
ORD_574,Toys,6,2024-03-12 12:23:00,Manual,PPS_3
ORD_575,Toys,8,2024-03-05 08:05:00,Automated,PPS_1
ORD_576,Clothing,10,2024-03-21 09:08:00,Manual,PPS_4
ORD_577,Clothing,8,2024-03-20 00:51:00,Manual,PPS_3
ORD_578,Clothing,3,2024-03-22 10:38:00,Manual,PPS_3
ORD_579,Toys,8,2024-03-19 03:34:00,Manual,PPS_4
ORD_580,Clothing,7,2024-03-23 22:53:00,Manual,PPS_1
ORD_581,Books,7,2024-03-04 01:44:00,Automated,PPS_5
ORD_582,Toys,8,2024-03-10 10:56:00,Automated,PPS_4
ORD_583,Toys,6,2024-03-08 07:43:00,Automated,PPS_3
ORD_584,Books,10,2024-03-15 16:07:00,Manual,PPS_1
ORD_585,Groceries,8,2024-03-05 05:09:00,Automated,PPS_4
ORD_586,Electronics,6,2024-03-27 13:55:00,Manual,PPS_4
ORD_587,Electronics,3,2024-03-26 09:15:00,Manual,PPS_4
ORD_588,Books,8,2024-03-04 02:22:00,Manual,PPS_5
ORD_589,Books,4,2024-03-07 11:26:00,Manual,PPS_1
ORD_590,Books,4,2024-03-08 14:36:00,Automated,PPS_4
ORD_591,Electronics,5,2024-03-27 16:58:00,Manual,PPS_2
ORD_592,Groceries,5,2024-03-30 20:15:00,Manual,PPS_1
ORD_593,Electronics,8,2024-03-01 16:43:00,Automated,PPS_2
ORD_594,Clothing,3,2024-03-12 08:14:00,Manual,PPS_3
ORD_595,Books,7,2024-03-21 18:11:00,Automated,PPS_2
ORD_596,Clothing,7,2024-03-21 04:43:00,Automated,PPS_5
ORD_597,Toys,6,2024-03-12 21:47:00,Automated,PPS_2
ORD_598,Electronics,9,2024-03-29 08:53:00,Manual,PPS_1
ORD_599,Groceries,6,2024-03-09 22:41:00,Manual,PPS_1
ORD_600,Groceries,1,2024-03-03 14:53:00,Automated,PPS_5
ORD_601,Toys,2,2024-03-09 19:20:00,Automated,PPS_4
ORD_602,Clothing,5,2024-03-25 05:13:00,Manual,PPS_3
ORD_603,Clothing,3,2024-03-16 21:11:00,Manual,PPS_5
ORD_604,Toys,4,2024-03-24 19:05:00,Automated,PPS_1
ORD_605,Clothing,5,2024-03-01 22:43:00,Automated,PPS_3
ORD_606,Toys,1,2024-03-28 22:00:00,Automated,PPS_3
ORD_607,Toys,3,2024-03-12 03:48:00,Automated,PPS_2
ORD_608,Books,4,2024-03-08 04:32:00,Manual,PPS_1
ORD_609,Toys,9,2024-03-04 20:44:00,Manual,PPS_5
ORD_610,Books,4,2024-03-19 05:06:00,Automated,PPS_5
ORD_611,Electronics,1,2024-03-05 00:17:00,Automated,PPS_2
ORD_612,Electronics,5,2024-03-07 02:05:00,Automated,PPS_2
ORD_613,Books,4,2024-03-24 06:30:00,Manual,PPS_1
ORD_614,Toys,8,2024-03-26 22:08:00,Manual,PPS_3
ORD_615,Electronics,7,2024-03-27 23:32:00,Manual,PPS_2
ORD_616,Books,2,2024-03-30 00:19:00,Automated,PPS_1
ORD_617,Books,7,2024-03-23 09:03:00,Automated,PPS_1
ORD_618,Clothing,2,2024-03-25 06:29:00,Manual,PPS_2
ORD_619,Groceries,8,2024-03-28 04:39:00,Automated,PPS_5
ORD_620,Toys,9,2024-03-27 05:55:00,Manual,PPS_4
ORD_621,Books,9,2024-03-23 19:22:00,Automated,PPS_2
ORD_622,Toys,10,2024-03-05 09:45:00,Automated,PPS_2
ORD_623,Books,9,2024-03-01 22:42:00,Automated,PPS_2
ORD_624,Toys,6,2024-03-07 03:12:00,Manual,PPS_5
ORD_625,Toys,3,2024-03-02 04:19:00,Automated,PPS_2
ORD_626,Groceries,1,2024-03-23 07:49:00,Manual,PPS_2
ORD_627,Toys,4,2024-03-10 21:20:00,Manual,PPS_4
ORD_628,Clothing,4,2024-03-04 05:15:00,Manual,PPS_1
ORD_629,Groceries,10,2024-03-20 13:25:00,Automated,PPS_5
ORD_630,Electronics,1,2024-03-13 20:14:00,Manual,PPS_5
ORD_631,Groceries,3,2024-03-07 13:42:00,Manual,PPS_4
ORD_632,Books,2,2024-03-25 21:33:00,Automated,PPS_5
ORD_633,Clothing,7,2024-03-15 09:15:00,Automated,PPS_1
ORD_634,Toys,9,2024-03-01 21:49:00,Automated,PPS_2
ORD_635,Books,4,2024-03-25 09:58:00,Automated,PPS_3
ORD_636,Groceries,5,2024-03-17 22:11:00,Automated,PPS_1
ORD_637,Groceries,6,2024-03-20 04:42:00,Manual,PPS_3
ORD_638,Toys,5,2024-03-03 19:54:00,Manual,PPS_3
ORD_639,Books,9,2024-03-14 09:26:00,Automated,PPS_2
ORD_640,Clothing,8,2024-03-20 05:09:00,Automated,PPS_4
ORD_641,Groceries,9,2024-03-13 12:50:00,Automated,PPS_1
ORD_642,Toys,5,2024-03-04 02:22:00,Automated,PPS_4
ORD_643,Books,10,2024-03-16 00:46:00,Manual,PPS_3
ORD_644,Toys,5,2024-03-12 20:12:00,Automated,PPS_3
ORD_645,Groceries,4,2024-03-09 21:08:00,Manual,PPS_1
ORD_646,Groceries,10,2024-03-08 21:17:00,Automated,PPS_2
ORD_647,Groceries,1,2024-03-01 06:29:00,Manual,PPS_1
ORD_648,Electronics,6,2024-03-20 14:46:00,Manual,PPS_2
ORD_649,Electronics,7,2024-03-01 23:43:00,Manual,PPS_1
ORD_650,Groceries,8,2024-03-30 09:00:00,Manual,PPS_1
ORD_651,Electronics,8,2024-03-26 03:16:00,Automated,PPS_2
ORD_652,Groceries,3,2024-03-19 15:33:00,Manual,PPS_4
ORD_653,Groceries,5,2024-03-09 03:34:00,Manual,PPS_5
ORD_654,Groceries,1,2024-03-14 22:58:00,Automated,PPS_1
ORD_655,Groceries,8,2024-03-23 13:14:00,Automated,PPS_1
ORD_656,Books,2,2024-03-18 18:21:00,Automated,PPS_2
ORD_657,Clothing,2,2024-03-30 01:14:00,Automated,PPS_5
ORD_658,Toys,8,2024-03-10 03:27:00,Automated,PPS_3
ORD_659,Toys,10,2024-03-12 16:34:00,Automated,PPS_3
ORD_660,Groceries,8,2024-03-19 19:20:00,Automated,PPS_5
ORD_661,Books,4,2024-03-20 00:35:00,Manual,PPS_2
ORD_662,Books,5,2024-03-26 16:48:00,Manual,PPS_1
ORD_663,Electronics,5,2024-03-14 22:08:00,Automated,PPS_3
ORD_664,Toys,5,2024-03-06 11:16:00,Manual,PPS_2
ORD_665,Books,1,2024-03-20 10:21:00,Manual,PPS_2
ORD_666,Clothing,4,2024-03-24 12:46:00,Automated,PPS_2
ORD_667,Electronics,4,2024-03-26 08:33:00,Automated,PPS_5
ORD_668,Books,4,2024-03-19 05:52:00,Manual,PPS_1
ORD_669,Toys,7,2024-03-19 02:05:00,Automated,PPS_2
ORD_670,Electronics,1,2024-03-14 03:32:00,Automated,PPS_2
ORD_671,Clothing,2,2024-03-09 19:54:00,Automated,PPS_4
ORD_672,Groceries,9,2024-03-01 12:27:00,Manual,PPS_5
ORD_673,Groceries,4,2024-03-30 07:37:00,Manual,PPS_3
ORD_674,Electronics,7,2024-03-03 03:52:00,Manual,PPS_5
ORD_675,Groceries,9,2024-03-16 12:17:00,Manual,PPS_1
ORD_676,Electronics,1,2024-03-01 15:55:00,Automated,PPS_4
ORD_677,Electronics,8,2024-03-19 06:54:00,Manual,PPS_1
ORD_678,Electronics,7,2024-03-14 04:07:00,Manual,PPS_1
ORD_679,Electronics,3,2024-03-26 00:06:00,Manual,PPS_3
ORD_680,Books,6,2024-03-18 22:08:00,Manual,PPS_3
ORD_681,Books,4,2024-03-28 05:43:00,Manual,PPS_2
ORD_682,Groceries,10,2024-03-27 22:52:00,Manual,PPS_3
ORD_683,Electronics,3,2024-03-07 18:35:00,Manual,PPS_1
ORD_684,Toys,1,2024-03-09 06:02:00,Manual,PPS_2
ORD_685,Clothing,9,2024-03-28 23:37:00,Manual,PPS_1
ORD_686,Groceries,7,2024-03-25 18:38:00,Automated,PPS_5
ORD_687,Toys,2,2024-03-11 13:22:00,Automated,PPS_5
ORD_688,Electronics,6,2024-03-09 17:54:00,Automated,PPS_4
ORD_689,Books,5,2024-03-23 01:39:00,Automated,PPS_5
ORD_690,Groceries,3,2024-03-19 16:48:00,Manual,PPS_1
ORD_691,Clothing,1,2024-03-11 04:51:00,Manual,PPS_1
ORD_692,Books,3,2024-03-19 21:31:00,Manual,PPS_5
ORD_693,Toys,4,2024-03-30 08:09:00,Manual,PPS_5
ORD_694,Groceries,3,2024-03-14 17:19:00,Manual,PPS_3
ORD_695,Books,6,2024-03-06 08:27:00,Automated,PPS_1
ORD_696,Electronics,1,2024-03-22 19:19:00,Manual,PPS_5
ORD_697,Toys,9,2024-03-12 01:17:00,Automated,PPS_4
ORD_698,Clothing,2,2024-03-08 17:54:00,Automated,PPS_1
ORD_699,Books,3,2024-03-30 11:33:00,Manual,PPS_2
ORD_700,Groceries,5,2024-03-26 00:30:00,Automated,PPS_5
ORD_701,Books,5,2024-03-01 05:44:00,Manual,PPS_1
ORD_702,Toys,1,2024-03-24 13:53:00,Automated,PPS_3
ORD_703,Electronics,3,2024-03-12 20:39:00,Automated,PPS_1
ORD_704,Groceries,4,2024-03-24 01:58:00,Automated,PPS_1
ORD_705,Groceries,3,2024-03-28 02:30:00,Automated,PPS_2
ORD_706,Clothing,5,2024-03-13 07:34:00,Manual,PPS_2
ORD_707,Clothing,10,2024-03-18 00:12:00,Manual,PPS_1
ORD_708,Electronics,1,2024-03-27 14:37:00,Manual,PPS_2
ORD_709,Books,4,2024-03-02 23:56:00,Automated,PPS_2
ORD_710,Groceries,4,2024-03-17 23:46:00,Automated,PPS_4
ORD_711,Books,3,2024-03-17 04:44:00,Automated,PPS_3
ORD_712,Books,10,2024-03-10 13:52:00,Automated,PPS_3
ORD_713,Clothing,6,2024-03-23 01:28:00,Manual,PPS_5
ORD_714,Toys,5,2024-03-20 16:26:00,Manual,PPS_5
ORD_715,Books,1,2024-03-25 01:40:00,Manual,PPS_3
ORD_716,Toys,6,2024-03-04 21:13:00,Manual,PPS_2
ORD_717,Books,9,2024-03-29 10:54:00,Manual,PPS_5
ORD_718,Toys,6,2024-03-12 01:11:00,Automated,PPS_3
ORD_719,Clothing,2,2024-03-27 20:58:00,Automated,PPS_4
ORD_720,Toys,9,2024-03-02 00:24:00,Automated,PPS_3
ORD_721,Clothing,9,2024-03-02 06:34:00,Automated,PPS_4
ORD_722,Clothing,5,2024-03-19 17:06:00,Automated,PPS_5
ORD_723,Toys,7,2024-03-12 21:48:00,Automated,PPS_3
ORD_724,Books,3,2024-03-21 21:38:00,Manual,PPS_5
ORD_725,Toys,3,2024-03-09 17:26:00,Manual,PPS_4
ORD_726,Clothing,3,2024-03-08 16:03:00,Manual,PPS_1
ORD_727,Books,4,2024-03-25 06:23:00,Automated,PPS_3
ORD_728,Clothing,1,2024-03-26 08:57:00,Manual,PPS_4
ORD_729,Toys,10,2024-03-18 00:40:00,Manual,PPS_1
ORD_730,Toys,4,2024-03-10 14:23:00,Manual,PPS_2
ORD_731,Groceries,5,2024-03-24 08:12:00,Automated,PPS_1
ORD_732,Electronics,2,2024-03-08 22:16:00,Manual,PPS_5
ORD_733,Clothing,8,2024-03-01 15:35:00,Automated,PPS_4
ORD_734,Books,10,2024-03-30 14:18:00,Automated,PPS_1
ORD_735,Books,8,2024-03-11 14:04:00,Automated,PPS_1
ORD_736,Electronics,10,2024-03-15 13:19:00,Automated,PPS_2
ORD_737,Books,5,2024-03-18 22:35:00,Manual,PPS_1
ORD_738,Books,8,2024-03-30 17:45:00,Automated,PPS_1
ORD_739,Groceries,8,2024-03-15 00:47:00,Manual,PPS_5
ORD_740,Toys,2,2024-03-11 11:31:00,Manual,PPS_2
ORD_741,Electronics,4,2024-03-07 16:54:00,Automated,PPS_1
ORD_742,Electronics,1,2024-03-22 12:04:00,Automated,PPS_3
ORD_743,Books,2,2024-03-02 21:25:00,Manual,PPS_1
ORD_744,Electronics,6,2024-03-17 18:07:00,Automated,PPS_4
ORD_745,Toys,4,2024-03-03 20:33:00,Manual,PPS_1
ORD_746,Books,6,2024-03-20 05:26:00,Automated,PPS_5
ORD_747,Groceries,8,2024-03-18 06:41:00,Automated,PPS_1
ORD_748,Groceries,2,2024-03-25 04:12:00,Manual,PPS_2
ORD_749,Groceries,7,2024-03-11 05:20:00,Automated,PPS_2
ORD_750,Groceries,2,2024-03-16 01:11:00,Automated,PPS_1
ORD_751,Electronics,2,2024-03-22 00:16:00,Automated,PPS_1
ORD_752,Toys,2,2024-03-05 20:44:00,Automated,PPS_3
ORD_753,Toys,10,2024-03-25 20:05:00,Automated,PPS_5
ORD_754,Clothing,9,2024-03-09 23:34:00,Automated,PPS_4
ORD_755,Toys,8,2024-03-21 22:51:00,Manual,PPS_5
ORD_756,Groceries,8,2024-03-30 00:10:00,Manual,PPS_3
ORD_757,Clothing,7,2024-03-20 23:37:00,Automated,PPS_3
ORD_758,Clothing,10,2024-03-10 11:29:00,Automated,PPS_1
ORD_759,Clothing,5,2024-03-24 04:16:00,Manual,PPS_3
ORD_760,Books,7,2024-03-12 18:09:00,Manual,PPS_5
ORD_761,Books,10,2024-03-27 10:45:00,Automated,PPS_2
ORD_762,Groceries,6,2024-03-04 02:20:00,Automated,PPS_3
ORD_763,Books,1,2024-03-14 22:02:00,Automated,PPS_3
ORD_764,Groceries,5,2024-03-27 21:30:00,Manual,PPS_5
ORD_765,Electronics,7,2024-03-08 19:20:00,Automated,PPS_2
ORD_766,Groceries,1,2024-03-13 21:25:00,Manual,PPS_5
ORD_767,Books,5,2024-03-28 13:27:00,Automated,PPS_5
ORD_768,Books,10,2024-03-15 12:36:00,Manual,PPS_1
ORD_769,Clothing,2,2024-03-04 09:03:00,Manual,PPS_5
ORD_770,Clothing,1,2024-03-12 02:38:00,Manual,PPS_2
ORD_771,Clothing,7,2024-03-25 03:34:00,Automated,PPS_2
ORD_772,Toys,8,2024-03-24 15:42:00,Manual,PPS_5
ORD_773,Electronics,9,2024-03-11 05:25:00,Automated,PPS_1
ORD_774,Groceries,2,2024-03-27 11:23:00,Automated,PPS_1
ORD_775,Groceries,9,2024-03-02 06:36:00,Manual,PPS_5
ORD_776,Books,3,2024-03-10 07:00:00,Automated,PPS_4
ORD_777,Books,5,2024-03-14 04:53:00,Manual,PPS_1
ORD_778,Electronics,5,2024-03-09 02:05:00,Automated,PPS_4
ORD_779,Toys,3,2024-03-20 05:41:00,Automated,PPS_4
ORD_780,Clothing,3,2024-03-19 06:02:00,Automated,PPS_5
ORD_781,Clothing,9,2024-03-29 19:28:00,Automated,PPS_3
ORD_782,Electronics,5,2024-03-17 13:36:00,Automated,PPS_1
ORD_783,Books,1,2024-03-09 21:08:00,Manual,PPS_1
ORD_784,Books,6,2024-03-29 08:18:00,Manual,PPS_3
ORD_785,Toys,9,2024-03-20 13:42:00,Automated,PPS_1
ORD_786,Toys,6,2024-03-05 21:03:00,Automated,PPS_4
